"FIQ_ORDRE";"FIQ_PES";"FIQ_TRA_CODE";"FIQ_DATE_DEPOT";"FIQ_DATE_TRI";"MATERIAUX";"POIDS_VRAC";"POIDS_SAC";"FAMILLE_MATERIAUX"
16834;1508390;"111004";18/01/23;18/01/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
16834;1508390;"111004";18/01/23;18/01/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
16834;1508390;"111004";18/01/23;18/01/23;"Objets plastique valorisables (valo)";0,05;0;"Autres emb recyclables en plastique"
16834;1508390;"111004";18/01/23;18/01/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
16834;1508390;"111004";18/01/23;18/01/23;"ELA";0;0;"Emballages papier - carton"
16834;1508390;"111004";18/01/23;18/01/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
16834;1508390;"111004";18/01/23;18/01/23;"Journaux et magazines";1,78;0;"Autres papiers recyclables"
16834;1508390;"111004";18/01/23;18/01/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
16834;1508390;"111004";18/01/23;18/01/23;"Carton brun";0;0;"Emballages papier - carton"
16834;1508390;"111004";18/01/23;18/01/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
16834;1508390;"111004";18/01/23;18/01/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
16834;1508390;"111004";18/01/23;18/01/23;"Non valorisables vrais";5,92;0;"Materiaux non valorisables"
16834;1508390;"111004";18/01/23;18/01/23;"PET Clair, barquettes, pot (valo)";0,04;0;"Autres emb recyclables en plastique"
16834;1508390;"111004";18/01/23;18/01/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
16834;1508390;"111004";18/01/23;18/01/23;"PET autre et PVC";0,12;0;"Flaconnages recyclables en plastique"
16834;1508390;"111004";18/01/23;18/01/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16834;1508390;"111004";18/01/23;18/01/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
16834;1508390;"111004";18/01/23;18/01/23;"Carton plat et carton ondulé imprimé";27,69;0;"Emballages papier - carton"
16834;1508390;"111004";18/01/23;18/01/23;"Verre recyclable";0;0;"Materiaux non valorisables"
16834;1508390;"111004";18/01/23;18/01/23;"PE films valorisables (valo)";0,17;0;"Autres emb recyclables en plastique"
16834;1508390;"111004";18/01/23;18/01/23;"Emballages recyclables en aluminium";0,18;0;"Emballages métalliques"
16834;1508390;"111004";18/01/23;18/01/23;"PEHD translucide ou opaque";0,17;0;"Flaconnages recyclables en plastique"
16834;1508390;"111004";18/01/23;18/01/23;"autre plastique non valorisable";0,23;0;"Materiaux non valorisables"
16834;1508390;"111004";18/01/23;18/01/23;"PET transparent incolore et bleuté clair";0,29;0;"Flaconnages recyclables en plastique"
16834;1508390;"111004";18/01/23;18/01/23;"Fines alu";0,02;0;"Emballages métalliques"
16835;1508456;"310010";18/01/23;19/01/23;"Carton brun";0;0;"Emballages papier - carton"
16835;1508456;"310010";18/01/23;19/01/23;"PE PP PS barquettes pots (valo)";0,61;0;"Autres emb recyclables en plastique"
16835;1508456;"310010";18/01/23;19/01/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
16835;1508456;"310010";18/01/23;19/01/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
16835;1508456;"310010";18/01/23;19/01/23;"PEHD translucide ou opaque";0,26;0;"Flaconnages recyclables en plastique"
16835;1508456;"310010";18/01/23;19/01/23;"Emballages recyclables en aluminium";0,07;0;"Emballages métalliques"
16835;1508456;"310010";18/01/23;19/01/23;"autre plastique non valorisable";0,99;0;"Materiaux non valorisables"
16835;1508456;"310010";18/01/23;19/01/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
16835;1508456;"310010";18/01/23;19/01/23;"Non valorisables vrais";22,55;0;"Materiaux non valorisables"
16835;1508456;"310010";18/01/23;19/01/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
16835;1508456;"310010";18/01/23;19/01/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
16835;1508456;"310010";18/01/23;19/01/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
16835;1508456;"310010";18/01/23;19/01/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
16835;1508456;"310010";18/01/23;19/01/23;"Verre recyclable";0;0;"Materiaux non valorisables"
16835;1508456;"310010";18/01/23;19/01/23;"PE films valorisables (valo)";0,33;0;"Autres emb recyclables en plastique"
16835;1508456;"310010";18/01/23;19/01/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
16835;1508456;"310010";18/01/23;19/01/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
16835;1508456;"310010";18/01/23;19/01/23;"PET transparent incolore et bleuté clair";0,25;0;"Flaconnages recyclables en plastique"
16835;1508456;"310010";18/01/23;19/01/23;"Carton plat et carton ondulé imprimé";5,89;0;"Emballages papier - carton"
16835;1508456;"310010";18/01/23;19/01/23;"ELA";0,46;0;"Emballages papier - carton"
16835;1508456;"310010";18/01/23;19/01/23;"GM";0,99;0;"Autres papiers recyclables"
16835;1508456;"310010";18/01/23;19/01/23;"Fines alu";0,14;0;"Emballages métalliques"
16835;1508456;"310010";18/01/23;19/01/23;"Emballages recyclables en acier";0,88;0;"Emballages métalliques"
16835;1508456;"310010";18/01/23;19/01/23;"Objets plastique valorisables (valo)";0,24;0;"Autres emb recyclables en plastique"
16835;1508456;"310010";18/01/23;19/01/23;"PET autre et PVC";0,26;0;"Flaconnages recyclables en plastique"
16835;1508456;"310010";18/01/23;19/01/23;"PET Foncé, barquettes, pot (valo)";0,01;0;""
16835;1508456;"310010";18/01/23;19/01/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16835;1508456;"310010";18/01/23;19/01/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16835;1508456;"310010";18/01/23;19/01/23;"PET Clair, barquettes, pot (valo)";0,27;0;"Autres emb recyclables en plastique"
16836;1508518;"151010";19/01/23;19/01/23;"Verre recyclable";0;0;"Materiaux non valorisables"
16836;1508518;"151010";19/01/23;19/01/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
16836;1508518;"151010";19/01/23;19/01/23;"PE films valorisables (valo)";0,3;0;"Autres emb recyclables en plastique"
16836;1508518;"151010";19/01/23;19/01/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16836;1508518;"151010";19/01/23;19/01/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16836;1508518;"151010";19/01/23;19/01/23;"PEHD translucide ou opaque";0,13;0;"Flaconnages recyclables en plastique"
16836;1508518;"151010";19/01/23;19/01/23;"Emballages recyclables en aluminium";0,09;0;"Emballages métalliques"
16836;1508518;"151010";19/01/23;19/01/23;"autre plastique non valorisable";0,42;0;"Materiaux non valorisables"
16836;1508518;"151010";19/01/23;19/01/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
16836;1508518;"151010";19/01/23;19/01/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
16945;1522445;"129016";31/05/23;31/05/23;"Non valorisables vrais";15,82;0;"Materiaux non valorisables"
16951;1523107;"170005";07/06/23;07/06/23;"Fines alu";0,19;0;"Emballages métalliques"
16953;1523580;"110023";13/06/23;13/06/23;"Carton plat et carton ondulé imprimé";21,76;0;"Emballages papier - carton"
16954;1523725;"134009";14/06/23;14/06/23;"Emballages recyclables en aluminium";0,09;0;"Emballages métalliques"
16954;1523725;"134009";14/06/23;14/06/23;"PE films valorisables (valo)";0,06;0;"Autres emb recyclables en plastique"
16954;1523725;"134009";14/06/23;14/06/23;"Carton plat et carton ondulé imprimé";6,5;0;"Emballages papier - carton"
16954;1523725;"134009";14/06/23;14/06/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
16954;1523725;"134009";14/06/23;14/06/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
16954;1523725;"134009";14/06/23;14/06/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
16954;1523725;"134009";14/06/23;14/06/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16954;1523725;"134009";14/06/23;14/06/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
16954;1523725;"134009";14/06/23;14/06/23;"PET Foncé, barquettes, pot (valo)";0;0;""
16954;1523725;"134009";14/06/23;14/06/23;"Non valorisables vrais";22,98;0;"Materiaux non valorisables"
16954;1523725;"134009";14/06/23;14/06/23;"Journaux et magazines";3,74;0;"Autres papiers recyclables"
16954;1523725;"134009";14/06/23;14/06/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
16954;1523725;"134009";14/06/23;14/06/23;"Verre recyclable";0;0;"Materiaux non valorisables"
16954;1523725;"134009";14/06/23;14/06/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16954;1523725;"134009";14/06/23;14/06/23;"Fines alu";0,06;0;"Emballages métalliques"
16954;1523725;"134009";14/06/23;14/06/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
16954;1523725;"134009";14/06/23;14/06/23;"autre plastique non valorisable";0,95;0;"Materiaux non valorisables"
16954;1523725;"134009";14/06/23;14/06/23;"PEHD translucide ou opaque";0,75;0;"Flaconnages recyclables en plastique"
16954;1523725;"134009";14/06/23;14/06/23;"ELA";0,07;0;"Emballages papier - carton"
16954;1523725;"134009";14/06/23;14/06/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
16954;1523725;"134009";14/06/23;14/06/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
16954;1523725;"134009";14/06/23;14/06/23;"PET Clair, barquettes, pot (valo)";0,13;0;"Autres emb recyclables en plastique"
16954;1523725;"134009";14/06/23;14/06/23;"PET autre et PVC";0,26;0;"Flaconnages recyclables en plastique"
16954;1523725;"134009";14/06/23;14/06/23;"PET transparent incolore et bleuté clair";0,98;0;"Flaconnages recyclables en plastique"
16954;1523725;"134009";14/06/23;14/06/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
16954;1523725;"134009";14/06/23;14/06/23;"Carton brun";0;0;"Emballages papier - carton"
16954;1523725;"134009";14/06/23;14/06/23;"Emballages recyclables en acier";0,39;0;"Emballages métalliques"
16954;1523725;"134009";14/06/23;14/06/23;"GM";0,3;0;"Autres papiers recyclables"
16954;1523725;"134009";14/06/23;14/06/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
16954;1523725;"134009";14/06/23;14/06/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
16955;1523753;"110016";14/06/23;14/06/23;"GM";0,16;0;"Autres papiers recyclables"
16955;1523753;"110016";14/06/23;14/06/23;"Journaux et magazines";9,62;0;"Autres papiers recyclables"
16955;1523753;"110016";14/06/23;14/06/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
16955;1523753;"110016";14/06/23;14/06/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
16955;1523753;"110016";14/06/23;14/06/23;"Fines alu";0,11;0;"Emballages métalliques"
16955;1523753;"110016";14/06/23;14/06/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
16955;1523753;"110016";14/06/23;14/06/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
16955;1523753;"110016";14/06/23;14/06/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16955;1523753;"110016";14/06/23;14/06/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
16955;1523753;"110016";14/06/23;14/06/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
16955;1523753;"110016";14/06/23;14/06/23;"Carton plat et carton ondulé imprimé";11,64;0;"Emballages papier - carton"
16955;1523753;"110016";14/06/23;14/06/23;"PEHD translucide ou opaque";1,08;0;"Flaconnages recyclables en plastique"
16955;1523753;"110016";14/06/23;14/06/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
16955;1523753;"110016";14/06/23;14/06/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
16955;1523753;"110016";14/06/23;14/06/23;"Carton brun";0;0;"Emballages papier - carton"
16955;1523753;"110016";14/06/23;14/06/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
16955;1523753;"110016";14/06/23;14/06/23;"autre plastique non valorisable";1,54;0;"Materiaux non valorisables"
16955;1523753;"110016";14/06/23;14/06/23;"Non valorisables vrais";13,82;0;"Materiaux non valorisables"
16955;1523753;"110016";14/06/23;14/06/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16955;1523753;"110016";14/06/23;14/06/23;"PET transparent incolore et bleuté clair";0,72;0;"Flaconnages recyclables en plastique"
16955;1523753;"110016";14/06/23;14/06/23;"Emballages recyclables en aluminium";0,16;0;"Emballages métalliques"
16955;1523753;"110016";14/06/23;14/06/23;"ELA";0,49;0;"Emballages papier - carton"
16955;1523753;"110016";14/06/23;14/06/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
16955;1523753;"110016";14/06/23;14/06/23;"Verre recyclable";0;0;"Materiaux non valorisables"
16955;1523753;"110016";14/06/23;14/06/23;"Emballages recyclables en acier";1,04;0;"Emballages métalliques"
16955;1523753;"110016";14/06/23;14/06/23;"PET autre et PVC";0,58;0;"Flaconnages recyclables en plastique"
16955;1523753;"110016";14/06/23;14/06/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
16955;1523753;"110016";14/06/23;14/06/23;"PET Foncé, barquettes, pot (valo)";0;0;""
16955;1523753;"110016";14/06/23;14/06/23;"PET Clair, barquettes, pot (valo)";0,26;0;"Autres emb recyclables en plastique"
16956;1523860;"143008";15/06/23;15/06/23;"PET transparent incolore et bleuté clair";0,37;0;"Flaconnages recyclables en plastique"
16956;1523860;"143008";15/06/23;15/06/23;"Non valorisables vrais";25,64;0;"Materiaux non valorisables"
16956;1523860;"143008";15/06/23;15/06/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
16956;1523860;"143008";15/06/23;15/06/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
16956;1523860;"143008";15/06/23;15/06/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
16956;1523860;"143008";15/06/23;15/06/23;"PE films valorisables (valo)";0,24;0;"Autres emb recyclables en plastique"
16956;1523860;"143008";15/06/23;15/06/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
16956;1523860;"143008";15/06/23;15/06/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16956;1523860;"143008";15/06/23;15/06/23;"Emballages recyclables en aluminium";0,11;0;"Emballages métalliques"
16956;1523860;"143008";15/06/23;15/06/23;"PET Clair, barquettes, pot (valo)";0,1;0;"Autres emb recyclables en plastique"
16956;1523860;"143008";15/06/23;15/06/23;"autre plastique non valorisable";0,64;0;"Materiaux non valorisables"
16956;1523860;"143008";15/06/23;15/06/23;"Verre recyclable";0;0;"Materiaux non valorisables"
16956;1523860;"143008";15/06/23;15/06/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
16956;1523860;"143008";15/06/23;15/06/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
16956;1523860;"143008";15/06/23;15/06/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16956;1523860;"143008";15/06/23;15/06/23;"ELA";0,44;0;"Emballages papier - carton"
16956;1523860;"143008";15/06/23;15/06/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
16956;1523860;"143008";15/06/23;15/06/23;"Carton plat et carton ondulé imprimé";11,08;0;"Emballages papier - carton"
16956;1523860;"143008";15/06/23;15/06/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
16956;1523860;"143008";15/06/23;15/06/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
16956;1523860;"143008";15/06/23;15/06/23;"Journaux et magazines";9,95;0;"Autres papiers recyclables"
16956;1523860;"143008";15/06/23;15/06/23;"PET autre et PVC";0,03;0;"Flaconnages recyclables en plastique"
16956;1523860;"143008";15/06/23;15/06/23;"GM";0,86;0;"Autres papiers recyclables"
16956;1523860;"143008";15/06/23;15/06/23;"Fines alu";0,12;0;"Emballages métalliques"
16956;1523860;"143008";15/06/23;15/06/23;"PET Foncé, barquettes, pot (valo)";0;0;""
16956;1523860;"143008";15/06/23;15/06/23;"Carton brun";0;0;"Emballages papier - carton"
16956;1523860;"143008";15/06/23;15/06/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
16956;1523860;"143008";15/06/23;15/06/23;"PEHD translucide ou opaque";1,39;0;"Flaconnages recyclables en plastique"
16956;1523860;"143008";15/06/23;15/06/23;"Emballages recyclables en acier";0,31;0;"Emballages métalliques"
16962;1524546;"151008";22/06/23;22/06/23;"PET transparent incolore et bleuté clair";0,73;0;"Flaconnages recyclables en plastique"
16964;1524739;"101015";23/06/23;26/06/23;"Emballages recyclables en acier";0,33;0;"Emballages métalliques"
16965;1524936;"120065";26/06/23;27/06/23;"Fines alu";0,13;0;"Emballages métalliques"
16965;1524936;"120065";26/06/23;27/06/23;"Emballages recyclables en aluminium";0,25;0;"Emballages métalliques"
16965;1524936;"120065";26/06/23;27/06/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16965;1524936;"120065";26/06/23;27/06/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
16965;1524936;"120065";26/06/23;27/06/23;"Verre recyclable";0;0;"Materiaux non valorisables"
16965;1524936;"120065";26/06/23;27/06/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
16965;1524936;"120065";26/06/23;27/06/23;"Journaux et magazines";3,9;0;"Autres papiers recyclables"
16965;1524936;"120065";26/06/23;27/06/23;"Non valorisables vrais";19,27;0;"Materiaux non valorisables"
16965;1524936;"120065";26/06/23;27/06/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
16965;1524936;"120065";26/06/23;27/06/23;"PET Clair, barquettes, pot (valo)";0,19;0;"Autres emb recyclables en plastique"
16965;1524936;"120065";26/06/23;27/06/23;"Carton plat et carton ondulé imprimé";9,75;0;"Emballages papier - carton"
16965;1524936;"120065";26/06/23;27/06/23;"PET transparent incolore et bleuté clair";1,95;0;"Flaconnages recyclables en plastique"
16965;1524936;"120065";26/06/23;27/06/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
16965;1524936;"120065";26/06/23;27/06/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
16965;1524936;"120065";26/06/23;27/06/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
16965;1524936;"120065";26/06/23;27/06/23;"Carton brun";0;0;"Emballages papier - carton"
16965;1524936;"120065";26/06/23;27/06/23;"ELA";0,43;0;"Emballages papier - carton"
16965;1524936;"120065";26/06/23;27/06/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
16965;1524936;"120065";26/06/23;27/06/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
16965;1524936;"120065";26/06/23;27/06/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
16965;1524936;"120065";26/06/23;27/06/23;"autre plastique non valorisable";1;0;"Materiaux non valorisables"
16965;1524936;"120065";26/06/23;27/06/23;"PE films valorisables (valo)";0,15;0;"Autres emb recyclables en plastique"
16965;1524936;"120065";26/06/23;27/06/23;"Emballages recyclables en acier";0,51;0;"Emballages métalliques"
16965;1524936;"120065";26/06/23;27/06/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
16965;1524936;"120065";26/06/23;27/06/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16965;1524936;"120065";26/06/23;27/06/23;"PEHD translucide ou opaque";1,27;0;"Flaconnages recyclables en plastique"
16965;1524936;"120065";26/06/23;27/06/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
16965;1524936;"120065";26/06/23;27/06/23;"GM";0,2;0;"Autres papiers recyclables"
16965;1524936;"120065";26/06/23;27/06/23;"PET Foncé, barquettes, pot (valo)";0;0;""
16981;1526798;"151006";17/07/23;17/07/23;"GM";0,05;0;"Autres papiers recyclables"
16982;1526859;"330042";17/07/23;17/07/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16983;1526967;"101013";18/07/23;18/07/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
16983;1526967;"101013";18/07/23;18/07/23;"Emballages recyclables en aluminium";0,02;0;"Emballages métalliques"
16983;1526967;"101013";18/07/23;18/07/23;"PET Clair, barquettes, pot (valo)";0,01;0;"Autres emb recyclables en plastique"
16983;1526967;"101013";18/07/23;18/07/23;"PET autre et PVC";0,08;0;"Flaconnages recyclables en plastique"
16983;1526967;"101013";18/07/23;18/07/23;"PET Foncé, barquettes, pot (valo)";0;0;""
16983;1526967;"101013";18/07/23;18/07/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
16983;1526967;"101013";18/07/23;18/07/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
16983;1526967;"101013";18/07/23;18/07/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
16983;1526967;"101013";18/07/23;18/07/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
16983;1526967;"101013";18/07/23;18/07/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
16983;1526967;"101013";18/07/23;18/07/23;"PE films valorisables (valo)";0,19;0;"Autres emb recyclables en plastique"
16983;1526967;"101013";18/07/23;18/07/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
16983;1526967;"101013";18/07/23;18/07/23;"autre plastique non valorisable";0,57;0;"Materiaux non valorisables"
16983;1526967;"101013";18/07/23;18/07/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
16983;1526967;"101013";18/07/23;18/07/23;"Carton brun";0;0;"Emballages papier - carton"
16983;1526967;"101013";18/07/23;18/07/23;"Verre recyclable";0;0;"Materiaux non valorisables"
16983;1526967;"101013";18/07/23;18/07/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
16983;1526967;"101013";18/07/23;18/07/23;"Journaux et magazines";23,36;0;"Autres papiers recyclables"
16983;1526967;"101013";18/07/23;18/07/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16983;1526967;"101013";18/07/23;18/07/23;"Non valorisables vrais";6,05;0;"Materiaux non valorisables"
16983;1526967;"101013";18/07/23;18/07/23;"Carton plat et carton ondulé imprimé";6,31;0;"Emballages papier - carton"
16983;1526967;"101013";18/07/23;18/07/23;"Fines alu";0,01;0;"Emballages métalliques"
16983;1526967;"101013";18/07/23;18/07/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
16983;1526967;"101013";18/07/23;18/07/23;"ELA";0;0;"Emballages papier - carton"
16983;1526967;"101013";18/07/23;18/07/23;"GM";3,01;0;"Autres papiers recyclables"
16983;1526967;"101013";18/07/23;18/07/23;"PET transparent incolore et bleuté clair";0,12;0;"Flaconnages recyclables en plastique"
16983;1526967;"101013";18/07/23;18/07/23;"PEHD translucide ou opaque";0,22;0;"Flaconnages recyclables en plastique"
16983;1526967;"101013";18/07/23;18/07/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16983;1526967;"101013";18/07/23;18/07/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
16984;1527095;"111004";19/07/23;19/07/23;"Verre recyclable";0;0;"Materiaux non valorisables"
16985;1527196;"151010";20/07/23;20/07/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
16986;1527194;"151004";20/07/23;20/07/23;"Non valorisables vrais";21,29;0;"Materiaux non valorisables"
16987;1527296;"310010";20/07/23;20/07/23;"Emballages recyclables en aluminium";0,38;0;"Emballages métalliques"
16987;1527296;"310010";20/07/23;20/07/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
16987;1527296;"310010";20/07/23;20/07/23;"PET Foncé, barquettes, pot (valo)";0;0;""
16987;1527296;"310010";20/07/23;20/07/23;"ELA";0,46;0;"Emballages papier - carton"
16987;1527296;"310010";20/07/23;20/07/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
16987;1527296;"310010";20/07/23;20/07/23;"Non valorisables vrais";12,79;0;"Materiaux non valorisables"
16987;1527296;"310010";20/07/23;20/07/23;"PET Clair, barquettes, pot (valo)";0,13;0;"Autres emb recyclables en plastique"
16987;1527296;"310010";20/07/23;20/07/23;"Carton plat et carton ondulé imprimé";9,89;0;"Emballages papier - carton"
16987;1527296;"310010";20/07/23;20/07/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
16987;1527296;"310010";20/07/23;20/07/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16987;1527296;"310010";20/07/23;20/07/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
16987;1527296;"310010";20/07/23;20/07/23;"PEHD translucide ou opaque";1,39;0;"Flaconnages recyclables en plastique"
16973;1525825;"160007";05/07/23;05/07/23;"Emballages recyclables en acier";0,52;0;"Emballages métalliques"
16973;1525825;"160007";05/07/23;05/07/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
16973;1525825;"160007";05/07/23;05/07/23;"PET Foncé, barquettes, pot (valo)";0;0;""
16973;1525825;"160007";05/07/23;05/07/23;"Verre recyclable";0;0;"Materiaux non valorisables"
16973;1525825;"160007";05/07/23;05/07/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
16973;1525825;"160007";05/07/23;05/07/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
16974;1525986;"330045";06/07/23;06/07/23;"Emballages recyclables en aluminium";0,06;0;"Emballages métalliques"
16974;1525986;"330045";06/07/23;06/07/23;"Carton brun";0;0;"Emballages papier - carton"
16974;1525986;"330045";06/07/23;06/07/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
16974;1525986;"330045";06/07/23;06/07/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
16974;1525986;"330045";06/07/23;06/07/23;"Fines alu";0,07;0;"Emballages métalliques"
16974;1525986;"330045";06/07/23;06/07/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16974;1525986;"330045";06/07/23;06/07/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
16974;1525986;"330045";06/07/23;06/07/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
16974;1525986;"330045";06/07/23;06/07/23;"PEHD translucide ou opaque";1,3;0;"Flaconnages recyclables en plastique"
16974;1525986;"330045";06/07/23;06/07/23;"PET autre et PVC";0,28;0;"Flaconnages recyclables en plastique"
16974;1525986;"330045";06/07/23;06/07/23;"Emballages recyclables en acier";0,57;0;"Emballages métalliques"
16974;1525986;"330045";06/07/23;06/07/23;"GM";0,45;0;"Autres papiers recyclables"
16974;1525986;"330045";06/07/23;06/07/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16974;1525986;"330045";06/07/23;06/07/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
16974;1525986;"330045";06/07/23;06/07/23;"PET Clair, barquettes, pot (valo)";0,25;0;"Autres emb recyclables en plastique"
